filename,measure_family,sex,data_year,release_date,size_mb
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2009_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2009,2026-03-18,56.51
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2009_MALE_Y2026M03D18.CSV,BURDEN,MALE,2009,2026-03-18,55.89
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2010_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2010,2026-03-18,55.9
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2010_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2010,2026-03-18,56.51
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2010_MALE_Y2026M03D18.CSV,BURDEN,MALE,2010,2026-03-18,55.89
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2011_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2011,2026-03-18,55.89
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2011_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2011,2026-03-18,56.51
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2011_MALE_Y2026M03D18.CSV,BURDEN,MALE,2011,2026-03-18,55.88
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2012_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2012,2026-03-18,55.89
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2012_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2012,2026-03-18,56.5
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2012_MALE_Y2026M03D18.CSV,BURDEN,MALE,2012,2026-03-18,55.88
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2013_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2013,2026-03-18,55.89
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2013_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2013,2026-03-18,56.5
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2013_MALE_Y2026M03D18.CSV,BURDEN,MALE,2013,2026-03-18,55.88
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2014_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2014,2026-03-18,55.89
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2014_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2014,2026-03-18,56.5
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2014_MALE_Y2026M03D18.CSV,BURDEN,MALE,2014,2026-03-18,55.88
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2015_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2015,2026-03-18,55.89
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2015_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2015,2026-03-18,56.5
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2015_MALE_Y2026M03D18.CSV,BURDEN,MALE,2015,2026-03-18,55.88
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2016_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2016,2026-03-18,55.89
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2016_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2016,2026-03-18,56.5
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2016_MALE_Y2026M03D18.CSV,BURDEN,MALE,2016,2026-03-18,55.88
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2017_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2017,2026-03-18,55.88
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2017_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2017,2026-03-18,56.49
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2017_MALE_Y2026M03D18.CSV,BURDEN,MALE,2017,2026-03-18,55.87
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2018_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2018,2026-03-18,55.88
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2018_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2018,2026-03-18,56.49
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2018_MALE_Y2026M03D18.CSV,BURDEN,MALE,2018,2026-03-18,55.87
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2019_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2019,2026-03-18,55.88
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2019_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2019,2026-03-18,56.49
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_AFIB_2019_MALE_Y2026M03D18.CSV,BURDEN,MALE,2019,2026-03-18,55.87
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2000_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2000,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2000_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2000,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2000_MALE_Y2026M03D18.CSV,BURDEN,MALE,2000,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2001_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2001,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2001_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2001,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2001_MALE_Y2026M03D18.CSV,BURDEN,MALE,2001,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2002_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2002,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2002_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2002,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2002_MALE_Y2026M03D18.CSV,BURDEN,MALE,2002,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2003_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2003,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2003_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2003,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2003_MALE_Y2026M03D18.CSV,BURDEN,MALE,2003,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2004_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2004,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2004_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2004,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2004_MALE_Y2026M03D18.CSV,BURDEN,MALE,2004,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2005_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2005,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2005_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2005,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2005_MALE_Y2026M03D18.CSV,BURDEN,MALE,2005,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2006_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2006,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2006_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2006,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2006_MALE_Y2026M03D18.CSV,BURDEN,MALE,2006,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2007_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2007,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2007_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2007,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2007_MALE_Y2026M03D18.CSV,BURDEN,MALE,2007,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2008_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2008,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2008_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2008,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2008_MALE_Y2026M03D18.CSV,BURDEN,MALE,2008,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2009_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2009,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2009_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2009,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2009_MALE_Y2026M03D18.CSV,BURDEN,MALE,2009,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2010_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2010,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2010_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2010,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2010_MALE_Y2026M03D18.CSV,BURDEN,MALE,2010,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2011_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2011,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2011_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2011,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2011_MALE_Y2026M03D18.CSV,BURDEN,MALE,2011,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2012_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2012,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2012_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2012,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2012_MALE_Y2026M03D18.CSV,BURDEN,MALE,2012,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2013_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2013,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2013_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2013,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2013_MALE_Y2026M03D18.CSV,BURDEN,MALE,2013,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2014_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2014,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2014_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2014,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2014_MALE_Y2026M03D18.CSV,BURDEN,MALE,2014,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2015_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2015,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2015_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2015,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2015_MALE_Y2026M03D18.CSV,BURDEN,MALE,2015,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2016_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2016,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2016_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2016,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2016_MALE_Y2026M03D18.CSV,BURDEN,MALE,2016,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2017_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2017,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2017_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2017,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2017_MALE_Y2026M03D18.CSV,BURDEN,MALE,2017,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2018_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2018,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2018_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2018,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2018_MALE_Y2026M03D18.CSV,BURDEN,MALE,2018,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2019_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2019,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2019_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2019,2026-03-18,55.73
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_HTN_2019_MALE_Y2026M03D18.CSV,BURDEN,MALE,2019,2026-03-18,55.14
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2000_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2000,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2000_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2000,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2000_MALE_Y2026M03D18.CSV,BURDEN,MALE,2000,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2001_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2001,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2001_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2001,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2001_MALE_Y2026M03D18.CSV,BURDEN,MALE,2001,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2002_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2002,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2002_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2002,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2002_MALE_Y2026M03D18.CSV,BURDEN,MALE,2002,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2003_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2003,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2003_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2003,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2003_MALE_Y2026M03D18.CSV,BURDEN,MALE,2003,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2004_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2004,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2004_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2004,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2004_MALE_Y2026M03D18.CSV,BURDEN,MALE,2004,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2005_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2005,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2005_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2005,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2005_MALE_Y2026M03D18.CSV,BURDEN,MALE,2005,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2006_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2006,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2006_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2006,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2006_MALE_Y2026M03D18.CSV,BURDEN,MALE,2006,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2007_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2007,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2007_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2007,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2007_MALE_Y2026M03D18.CSV,BURDEN,MALE,2007,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2008_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2008,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2008_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2008,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2008_MALE_Y2026M03D18.CSV,BURDEN,MALE,2008,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2009_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2009,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2009_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2009,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2009_MALE_Y2026M03D18.CSV,BURDEN,MALE,2009,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2010_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2010,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2010_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2010,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2010_MALE_Y2026M03D18.CSV,BURDEN,MALE,2010,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2011_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2011,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2011_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2011,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2011_MALE_Y2026M03D18.CSV,BURDEN,MALE,2011,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2012_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2012,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2012_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2012,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2012_MALE_Y2026M03D18.CSV,BURDEN,MALE,2012,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2013_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2013,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2013_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2013,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2013_MALE_Y2026M03D18.CSV,BURDEN,MALE,2013,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2014_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2014,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2014_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2014,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2014_MALE_Y2026M03D18.CSV,BURDEN,MALE,2014,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2015_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2015,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2015_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2015,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2015_MALE_Y2026M03D18.CSV,BURDEN,MALE,2015,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2016_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2016,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2016_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2016,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2016_MALE_Y2026M03D18.CSV,BURDEN,MALE,2016,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2017_BOTH_Y2026M03D18.CSV,BURDEN,BOTH,2017,2026-03-18,53.96
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2017_FEMALE_Y2026M03D18.CSV,BURDEN,FEMALE,2017,2026-03-18,54.55
IHME_USA_BMI_COUNTY_RACE_ETHNICITY_2000_2019_BURDEN_CVD_IHD_2017_MALE_Y2026M03D18.CSV,BURDEN,MALE,2017,2026-03-18,53.96
